Day,Date,Departure time,Arrival time,Itinerary/ Activity,category,cost,note,url,Location,Booking info,Booking,EnglishTitle,SecretTitle,Icon,Lat,Lng,IgnoreMap,Show,,,,,,,,
,,,,朝ごはん,Food,800,,,,,n/a,Breakfast,,,,,,,,,,,,,,
,,6:45,7:55,HND-AOJ JAL141,Flight,10020,早朝フライト,,"https://www.google.com/maps/place/%E9%9D%92%E6%A3%AE%E7%A9%BA%E6%B8%AF/@40.7354587,140.6904126,17z/data=!3m1!4b1!4m6!3m5!1s0x5f9b0a1878ec3c11:0x79e8883362d48133!8m2!3d40.7354587!4d140.6904126!16s%2Fm%2F02pkvfh?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,TRUE,HND-AOJ JAL141,Flight to ???,✈️,40.7345,140.6908,TRUE,TRUE,,,,,,,,
,,8:30,,レンタカーピックアップ,Transport,2800,青森空港借り出し(14000),,,,TRUE,Rent-a-car Pickup,Rent-a-car,🚗,,,,TRUE,,,,,,,,
,,10:30,12:30,弘前城 (桜・花筏),Sightseeing/ Activity,320,満開〜散り際狙い,https://www.hirosakipark.jp ,"https://www.google.com/maps/place/%E5%BC%98%E5%89%8D%E5%9F%8E/@40.6079159,140.4636654,17z/data=!3m1!4b1!4m6!3m5!1s0x5f9b01c41b4a4d5b:0x49498bb2c56dcef0!8m2!3d40.6079159!4d140.4636654!16zL20vMDZrNG13?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,n/a,Hirosaki Castle (Cherry Blossoms/Rafts),Pink & White,🌸,40.608,140.4638,,TRUE,,,,,,,,
,,12:30,13:30,お昼ご飯,Food,1500,,,,,FALSE,Lunch,Lunch,🍽,,,,TRUE,,,,,,,,
,,13:30,16:00,八甲田スキー,Sightseeing/ Activity,17500,スキー・雪の回廊,https://www.hakkouda-p.com/cn21/pg110.html,"https://www.google.com/maps/place/%E5%85%AB%E7%94%B2%E7%94%B0%E5%9B%BD%E9%9A%9B%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4/@40.6793611,140.8326515,17z/data=!3m1!4b1!4m6!3m5!1s0x5f9b0da65d0479db:0xcec462517153bb57!8m2!3d40.6793611!4d140.8326515!16s%2Fg%2F1tdhdvb1?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,n/a,Hakkoda Skiing,Snow Corridor,🎿,40.6628,140.8354,,TRUE,,,,,,,,
,,16:00,17:00,酸ヶ湯温泉,Sightseeing/ Activity,1000,千人風呂,https://sukayu.jp/,"https://www.google.com/maps/place/%E9%85%B8%E3%83%B6%E6%B9%AF%E6%B8%A9%E6%B3%89+%E5%A4%A7%E6%B5%B4%E5%A0%B4%E3%83%92%E3%83%90%E5%8D%83%E4%BA%BA%E9%A2%A8%E5%91%82/@40.6492663,140.8495882,17z/data=!4m10!1m2!2m1!1z6YW444O25rmv5rip5rOJ!3m6!1s0x5f9b13c22fb4935d:0xe0472daba159a1aa!8m2!3d40.6500982!4d140.8508842!15sCg_phbjjg7bmua_muKnms4mSAQ1kYXlfdXNlX29uc2Vu4AEA!16s%2Fg%2F11j4py_c1n?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,n/a,Sukayu Onsen,1000 Person Bath,♨️,40.6455,140.8444,,TRUE,,,,,,,,
,,19:00,,レンタカー青森市内で返却,Transport,,,,,,n/a,,,,,,,,,,,,,,,
,,19:00,20:30,夕食,Food,5000,りんご茶屋 ,https://tabelog.com/aomori/A0201/A020101/2000517/,,017-776-7402,FALSE,Local Isakaya,Supper,🐚,40.8244,140.74,,TRUE,,,,,,,,
,,21:00,,青森市内泊,Accommodation,9000,リッチモンドホテル青森・洗濯可,https://travel.rakuten.co.jp/HOTEL/80726/80726.html?scid=mi_trv_conf_dhbook_002,,楽天トラベル,TRUE,Stay in Aomori City,Stay at ???,,,,,TRUE,,,,,,,,
,,21:30,,就寝,,,,,,,,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
3,4月28日  火,6:00,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,,TRUE,,,,,,,,
京都,,6:45,,出発,,,,,,,,Depart,Depart,🚪 ,,,,TRUE,,,,,,,,
,,6:45,7:15,青森駅からAOJに移動,Transport,1125,ジャンボタクシーの方がバスより安い,https://hk-grp.or.jp/publics/index/1024/detail=1/b_id=7160/r_id=139/,"https://www.google.com/maps/place/%E9%9D%92%E6%A3%AE%E7%A9%BA%E6%B8%AF/@40.7354587,140.6904126,17z/data=!3m1!4b1!4m6!3m5!1s0x5f9b0a1878ec3c11:0x79e8883362d48133!8m2!3d40.7354587!4d140.6904126!16s%2Fm%2F02pkvfh?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,FALSE,Taxi from Aomori Station to AOJ,Taxi to ???,,,,,TRUE,,,,,,,,
,,,,朝ごはん,Food,500,おにぎり,,,,n/a,,,,,,,,,,,,,,,
,,8:05,10:10,AOJ-ITM (ANA 1852),Flight,12440,青森から伊丹,,"https://www.google.com/maps/place/%E5%A4%A7%E9%98%AA%E5%9B%BD%E9%9A%9B%E7%A9%BA%E6%B8%AF/@34.7907913,135.4408308,17z/data=!3m1!4b1!4m6!3m5!1s0x6000f06df58777b9:0x7411a874d9df4cd!8m2!3d34.7861612!4d135.4380483!16zL20vMDFteWxq?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,TRUE,AOJ-ITM (ANA 1852),Flight to ???,✈️,34.7855,135.4382,TRUE,TRUE,,,,,,,,
,,10:50,11:40,伊丹ー京都駅,Transport,1500,高速バス,https://www.hankyu-kankobus.co.jp/limousine/timetable/K/,,,n/a,Itami - Kyoto Station,Bus to ???,🚌,,,,TRUE,,,,,,,,
,,11:50,11:57,京都駅ー丸太町駅,Transport,260,烏丸線,,,,n/a,,,,,,,,,,,,,,,
,,12:00,13:00,松栄堂 薫習館,Sightseeing/ Activity,0,香りのミュージアム・生薬展示,http://kunjyukan.jp/,"https://www.google.com/maps/place/%E8%96%AB%E7%BF%92%E9%A4%A8/@35.0139995,135.7598668,17z/data=!3m2!4b1!5s0x60010887b2b1a7b5:0x59862683d6f1bcb3!4m6!3m5!1s0x60010907afc72387:0x452b0f2160688a80!8m2!3d35.0139995!4d135.7598668!16s%2Fg%2F11g1ft_wn8?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",075-212-5591,FALSE,Shoyeido Kunjyukan,Scent Museum,👃,35.0135,135.7595,,TRUE,,,,,,,,
,,13:30,14:30,うなぎ,Food,7000,京極かねよ,https://kyogoku-kaneyo.co.jp/menu-2023/,"https://www.google.com/maps/place/%E4%BA%AC%E6%A5%B5%E3%81%8B%E3%81%AD%E3%82%88/@35.007592,135.767949,17z/data=!3m1!4b1!4m6!3m5!1s0x6001089397ad4159:0x7f3486e9783a343b!8m2!3d35.007592!4d135.767949!16s%2Fg%2F1thf8gfb?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",食べログ,TRUE,Eel Lunch,Mystery Lunch,🍱,35.0084,135.7681,,TRUE,,,,,,,,
,,14:45,15:45,健仁寺,Sightseeing/ Activity,800,双龍図,https://www.kenninji.jp/,"https://www.google.com/maps/place/%E5%BB%BA%E4%BB%81%E5%AF%BA/@35.0000363,135.7735632,17z/data=!3m1!4b1!4m6!3m5!1s0x600108c1242b7b27:0x7e608f1986c5bb52!8m2!3d35.0000363!4d135.7735632!16s%2Fm%2F027phyz?authuser=0&entry=ttu&g_ep=EgoyMDI2MDIxMC4wIKXMDSoASAFQAw%3D%3D",,n/a,Kennin-ji,Twin Dragons,🐉,35.001,135.7737,,TRUE,,,,,,,,
,,15:45,16:15,移動 (タクシー),Transport,800,,,,,n/a,,,,,,,,,,,,,,,
,,16:15,17:15,龍安寺,Sightseeing/ Activity,600,夕方の石庭 (15個目の石),http://www.ryoanji.jp/,https://maps.app.goo.gl/N6tHTXGQF9Z8LoxB7,,n/a,Ryoan-ji,Rock Garden,🪨,35.0345,135.7183,,TRUE,,,,,,,,
,,17:15,17:45,移動 (徒歩),Transport,0,龍安寺→妙心寺境内へ,,,,n/a,,,,,,,,,,,,,,,
,,17:45,,大心院　宿坊,Accommodation,5200,当日現金21時門限素泊まり,https://shukuken.com/daishinin,https://maps.app.goo.gl/joGaqqHS6je1rVKB8,,TRUE,Daishin-in Temple Stay,Temple Stay,💤,35.0232,135.7196,,TRUE,,,,,,,,
,,18:30,20:00,京風うどん,Food,3000,うどん めし 文助,https://www.bunsuke.kyoto.jp/,,,FALSE,Kyoto Style Udon,Supper,🍲,35.028,135.715,,TRUE,,,,,,,,
,,21:00,,就寝,,,,,,,,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
4,4月29日  水,5:30,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,,TRUE,,,,,,,,
京都,,6:00,7:00,朝のお勤め,Sightseeing/ Activity,,読経・焼香 (宿坊のハイライト),,,,n/a,Morning Service,Morning Service,🙏,,,,TRUE,,,,,,,,
,,7:30,,出発,,,,,,,,Depart,Depart,🚪 ,,,,TRUE,,,,,,,,
,,8:00,8:45,朝ご飯,,,パン？,https://www.sizuya.co.jp/shop/honten.html,,,,Breakfast,Breakfast,,,,,TRUE,,,,,,,,
,,8:45,9:15,タクシー,Transport,800,,,,,FALSE,,,,,,,,,,,,,,,
,,9:30,10:30,西芳寺,Sightseeing/ Activity,4100,苔・写経,https://intosaihoji.com/nichinichi/,https://maps.app.goo.gl/sRTfBt5X4zyMzt4HA,2ヶ月前予約必須,TRUE,Saiho-ji (Moss Temple),Moss Temple,🟩,34.9922,135.6841,,TRUE,,,,,,,,
,,10:45,11:15,タクシー,Transport,800,,,,,n/a,,,,,,,,,,,,,,,
,,11:15,12:00,三十三間堂,Sightseeing/ Activity,600,,https://www.sanjusangendo.jp/visit/,https://maps.app.goo.gl/dRgrd8L5s5rhi5gG6,,n/a,Sanjusangen-do,1001 Statues,🏹,34.9879,135.7717,,TRUE,,,,,,,,
,,12:30,14:00,すき焼き,Food,3300,キムラ,https://www.kimura-sukiyakiten-kyoto.com/,https://maps.app.goo.gl/TsVTpgZ7Y3EviXvKA,,n/a,Sukiyaki,Wagyu,🥩,35.0044,135.7684,,TRUE,,,,,,,,
,,14:00,14:40,祇園四条ー中書島,Transport,320,京阪本線,,,,n/a,,,,,,,,,,,,,,,
,,15:00,16:00,月桂冠大倉記念館,Sightseeing/ Activity,600,,https://www.gekkeikan.co.jp/enjoy/museum/access/,https://maps.app.goo.gl/4W8WoKvTUwkoLkbo8,2週間前9:30から,TRUE,Gekkeikan Okura Sake Museum,Sake Brewery,🍶,34.9304,135.7604,,TRUE,,,,,,,,
,,16:40,18:30,ピースホステル京都,Accommodation,4678,素泊まり・仮眠・洗濯,https://piecehotel.com/,https://maps.app.goo.gl/vE8xMh8Sgnwt23N6A,4/25,TRUE,Piece Hostel Kyoto,Nap,💤,,,,TRUE,,,,,,,,
,,19:00,20:30,焼き鳥,Food,4300,炭火焼鳥issiki,https://tabelog.com/kyoto/A2601/A260203/26040143/,https://maps.app.goo.gl/FRbQtg9iud2ETJhi8,,FALSE,Yakitori,Supper,🍢,,,,TRUE,,,,,,,,
,,21:00,0:00,伏見稲荷大社,Sightseeing/ Activity,,夜の千本鳥居,,https://maps.app.goo.gl/Xhhf8iNHM9z4iuG38,,n/a,Fushimi Inari Taisha,Night Hike,⛩,34.9671,135.7727,,TRUE,,,,,,,,
,,0:30,,就寝,,,,,,,,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
5,4月30日  木,6:15,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,,TRUE,,,,,,,,
静岡,,6:40,,出発,,,,,,,,Depart,Depart,🚪 ,,,,TRUE,,,,,,,,
,,6:57,8:37,京都ー静岡,Transport,10230,,,,,TRUE,Kyoto -> Shizuoka,Speeding to the Unknown,🚄,,,TRUE,TRUE,,,,,,,,
,,9:00,10:00,レンタカーピックアップ,Transport,3080,,,,,TRUE,Rental Car,Rent-a-car,🚗,34.9717,138.3886,,TRUE,,,,,,,,
,,10:00,11:00,わさび発祥の地うつろぎ,"Sightseeing/ Activity, Food",1800,,https://utougi.hiho.jp/taiken/,,電話予約 054-298-2900,FALSE,Utsurogi (Wasabi Birthplace),Green,🌱,35.1324,138.2839,,TRUE,,,,,,,,
,,12:50,16:00,黄金の茶の間,"Sightseeing/ Activity, Food",5000,,,,,TRUE,Kogane no Chanoma,Gold,🍵,35.1118,138.2321,,TRUE,,,,,,,,
,,16:10,17:20,茶の間ー静岡駅,,3430,,,,,TRUE,Chanoma -> Shizuoka,Drive back to the City,🚗,,,,TRUE,,,,,,,,
,,17:56,18:31,静岡ー熱海,Transport,3470,,,,,TRUE,Shizuoka -> Atami,Train to the Coast,🚆,,,,TRUE,,,,,,,,
,,19:02,19:24,熱海ー伊東,,,,,,,,Atami -> Ito,Deeper into the Peninsula,🚆,,,TRUE,TRUE,,,,,,,,
,,19:05,19:35,熱海ー品川,,,,,,,FALSE,,,,,,,,,,,,,,,
,,,,まるげん,Food,2000,うずわ定食,,https://maps.app.goo.gl/JuLryRnHQ9UtqJwg6,,n/a,Uzuwameshi,Local specialty,,,,,TRUE,,,,,,,,
,,,,ケイズハウス伊東温泉,Accommodation,5450,ゆっくり・洗濯可,,https://maps.app.goo.gl/onygDZrcVNTF39w27,hostel world,TRUE,K's House Ito Onsen,Historic Ryokan,♨️,34.9716,139.0963,,TRUE,,,,,,,,
,,,,就寝,,,,,,,,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
6,5月1日  金,,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,,TRUE,,,,,,,,
東京2日目(柏？),,,,出発,,,,,,,,Depart,Depart,🚪 ,,,,TRUE,,,,,,,,
,,,,朝ごはん,Food,1000,,,,,,,,,,,,,,,,,,,,
,,11:08,12:48,伊東ー東京,Transport,4000,踊り子2号特急・3人分,https://www.jreast.co.jp/yokohama/izu-atami/train/odoriko.html,,,TRUE,Ito -> Tokyo (Odoriko),Coastal Express,🚋,,,TRUE,TRUE,,,,,,,,
,,13:04,13:22,東京ー神田ー浅草,Transport,340,山手線・神田乗り換え,,,,n/a,Tokyo -> Asakusa,To the Old Town,🚇,,,TRUE,TRUE,,,,,,,,
,,13:30,14:30,お昼,Food,1000,,,,,n/a,Lunch,Lunch,🍱,,,TRUE,TRUE,,,,,,,,
,,14:30,15:30,浅草寺,Sightseeing/ Activity,,,,,,,Senso-ji Temple,Red Gate to the Past,🏮,35.7148,139.7967,,TRUE,,,,,,,,
,,15:30,16:30,かっぱ橋道具街,Sightseeing/ Activity,,,,,,,Kappabashi,Kitchenware Street,🔪,35.713,139.789,,TRUE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,19:30,,附小と夕飯？,Food,5000,,,,,FALSE,Dinner with Friends?,,,,,,TRUE,,,,,,,,
,,,,都立大,Accommodation,0,,,,,n/a,Toritsudai,,,,,,TRUE,,,,,,,,
,,,,就寝,,,,,,,n/a,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
7,5月2日  土,11:30,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,TRUE,TRUE,,,,,,,,
横須賀,,12:00,,出発,,,,,,,n/a,Depart,Depart,🚪,,,TRUE,TRUE,,,,,,,,
,,12:05,13:21,都立大学ー横須賀中央駅,Transport,700,京急切符？,https://www.keikyu.co.jp/visit/otoku/marugoto/,,,n/a,Toritsudai -> Yokosuka,To the Naval Base,🚆,,,TRUE,TRUE,,,,,,,,
,,,,,Food,7000,,,,,n/a,,,,,,,,,,,,,,,
,,,,横須賀軍港巡り,Sightseeing/ Activity,,,https://yokosuka-gunko.jp/#about,,,FALSE,Naval Port Cruise,Cruise,🚢,35.2815,139.6649,,TRUE,,,,,,,,
,,,,記念艦三笠,Sightseeing/ Activity,,,,,,n/a,Battleship Mikasa,Mikasa,⚓,35.2845,139.6744,,TRUE,,,,,,,,
,,,,横須賀泊,Accommodation,13667,ロンリープラネッツ一休,https://www.booking.com/hotel/jp/ronripuranetutuyi-xiu.ja.html?aid=356930&label=metagha-link-LUGB-hotel-6601823_dev-desktop_los-1_bw-20_dow-Saturday_defdate-0_room-0_gstadt-3_rateid-public_aud-9181519642_gacid-21410411210_mcid-50_bc-AGS8Xw_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20260502_ppt-BdB_lp-2826_r-10466473345150127352&sid=2aed108293ccb3ab1b8cca285e8e3e38&checkin=2026-05-02&checkout=2026-05-03&dest_id=13763685&dest_type=hotel&dist=0&group_adults=3&group_children=0&hapos=1&hpos=1&no_rooms=3&req_adults=3&req_children=0&room1=A&room2=A&room3=A&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1775961924&srpvid=a7951355d3aa02de&type=total&ucfs=1&#no_availability_msg,,3人 4/15,TRUE,Stay in Yokosuka,Night at the Port,🏨,35.28,139.66,,TRUE,,,,,,,,
,,,,就寝,,,,,,,,lights-out,lights-out,💤,,,,TRUE,,,,,,,,
8,5月3日  日,,7:00,Joss HND到着,Flight,,,,,,TRUE,Joss Arrival at HND,The 5th Member Joins,👋,35.5493,139.7798,TRUE,TRUE,,,,,,,,
Joss到着,,8:32,9:42,HNDー横須賀,Transport,,,,,,n/a,HND - Ito,To the Reunion Point,🚅,34.7335,135.5003,,,,,,,,,,
,,,,朝ごはん,Food,1000,,,,,n/a,Breakfast,Breakfast,🍳,,,,TRUE,,,,,,,,
,,10:30,10:40,三笠ターミナルー猿島,,2500,船,https://sarushima.jp/information/#timetable,,,,Ferry to Sarushima,Into the Forbidden Island,🛥,,,TRUE,TRUE,,,,,,,,
,,,,猿島公園,Sightseeing/ Activity,,,https://www.cocoyoko.net/spot/sarushima.html,,,n/a,Sarushima Park,The Island That Time Forgot,🏝,35.289,139.6953,,TRUE,,,,,,,,
,,,,お昼,Food,1500,,,,,n/a,Lunch,Island Feast,🍱,,,TRUE,TRUE,,,,,,,,
,,14:45,15:00,船帰り,,,,,,,,Ferry Back,Return to Reality,🛥,,,TRUE,TRUE,,,,,,,,
,,15:22,16:08,横須賀中央ー横浜ー新横浜,Transport,,,,,,,Yokosuka -> Shin-Yokohama,Crossing the City,🚆,,,TRUE,TRUE,,,,,,,,
,,16:48,18:09,新横浜ー名古屋,Transport,10840,新幹線4人分,,,,TRUE,Shin-Yokohama -> Nagoya,To the West,🚄,,,TRUE,TRUE,,,,,,,,
,,,,名古屋城,Sightseeing/ Activity,,元気があれば,,,,,Nagoya Castle,Golden Shachihoko,🏰,35.1839,136.9014,,TRUE,,,,,,,,
,,,,夜ご飯,Food,4000,手羽先？,,,,,Dinner in Nagoya,Night of Local Flavors,🐓,,,,TRUE,,,,,,,,
夜名古屋移動,,20:30,22:10,東京ー名古屋,Transport,,新幹線自分用,,,,TRUE,Tokyo -> Nagoya (Natsuki),Catching Up,🚄,,,TRUE,TRUE,,,,,,,,
,,,,名古屋泊,Accommodation,15834,ベッセルイン栄駅前,https://www.booking.com/hotel/jp/vessel-inn-sakae-ekimae.ja.html?label=metagha-link-LUGB-hotel-6601823_dev-desktop_los-1_bw-20_dow-Saturday_defdate-0_room-0_gstadt-3_rateid-public_aud-9181519642_gacid-21410411210_mcid-50_bc-AGS8Xw_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20260502_ppt-BdB_lp-2826_r-10466473345150127352&sid=fb49a79c1671f42beb997199c8b6fbe6&aid=356930,,以降5人 4/27,TRUE,Stay in Nagoya,Reunited,🏨,35.1724,136.9069,,TRUE,,,,,,,,
,,22:30,,就寝,,,,,,,,lights-out,lights-out,💤,,,TRUE,TRUE,,,,,,,,
9,5月4日  月,7:30,,起床,,,,,,,,Wake-up,Wake-up,🌅,,,TRUE,TRUE,,Wake-up,Wake-up,🌅,,,TRUE,TRUE
大阪+吉野古道,,,,出発,,,,,,,,Depart,Depart,🚪,,,TRUE,TRUE,,Depart,Depart,🚪,,,TRUE,TRUE
,,8:00,9:00,朝ごはん,Food,1000,モーニング,,,,,Breakfast,Morning Fuel,🍳,,,TRUE,TRUE,,Breakfast,Morning Fuel,🍳,,,TRUE,TRUE
,,9:18,11:01,名古屋ー大和八木,Transport,4540,ひのとり,,,,TRUE,Nagoya -> Yamato-Yagi,The Mystery Train,🚆,,,TRUE,TRUE,,Nagoya -> Yamato-Yagi,The Mystery Train,🚆,,,TRUE,TRUE
,,11:00,12:00,レンタカーで吉野へ,Transport,7191,,,,,TRUE,Rent-a-car to Yoshino,Drive to the Sacred Mountains,🚗,,,TRUE,TRUE,,Rent-a-car to Yoshino,Drive to the Sacred Mountains,🚗,,,TRUE,TRUE
,,12:00,13:00,お昼,Food,1500,,,,,n/a,Lunch,Mountain Fuel,🍱,,,TRUE,TRUE,,Lunch,Mountain Fuel,🍱,,,TRUE,TRUE
